filename,contrast,exposure,scale,variance,border_variance,average_motion_x,average_motion_y,t_variance,t_border_variance,t_average_motion_x,t_average_motion_y,orb_variance,orb_border_variance,orb_average_motion_x,orb_average_motion_y,movement
 Cleo_V1-0002,23.608,39.967,UNKNOWN,6.425,,-0.027,0.063,6.425,,-0.027,0.063,4455429.5,,0.626,0.43,STATIC
 Cleo_V1-0003,34.761,42.023,UNKNOWN,,,,,,,,,5516862.0,,-0.056,-0.073,
 Cleo_V1-0004,37.016,37.431,UNKNOWN,0.06,,0.003,0.0,0.011,,0.002,0.0,19205624.0,,-0.118,0.008,STATIC
 Cleo_V1-0005,25.414,43.205,UNKNOWN,37.045,,0.289,-0.014,37.045,,0.289,-0.014,16219607.0,,-0.073,-0.031,STATIC
 Cleo_V1-0006,38.039,49.365,UNKNOWN,782.824,,0.538,-0.23,11315.216,,-3.432,-4.188,46838848.0,,-0.485,-0.061,STATIC
 Cleo_V1-0008,31.944,56.657,UNKNOWN,0.089,0.0,0.025,0.012,0.016,0.046,0.0,-0.0,1190937.25,,0.014,-0.004,STATIC
 Cleo_V1-0009,34.915,55.492,UNKNOWN,157.607,104.943,-0.291,-0.117,156.78,104.729,-0.307,-0.116,80458.406,,0.019,0.082,PAN
 Cleo_V1-0010,35.417,47.317,MEDIUM CLOSE-UP,2.264,1.095,-1.118,1.899,1.963,8.739,0.061,-0.055,536793.625,,-1.223,2.059,STATIC
 Cleo_V1-0010_detected,35.821,47.564,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0011,25.024,49.559,EXTREME CLOSE-UP,17.36,,0.855,1.554,17.36,,0.855,1.554,9028209.0,,0.617,1.535,STATIC
 Cleo_V1-0011_detected,25.331,49.811,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0012,36.266,54.933,UNKNOWN,1.51,0.088,0.016,-0.025,0.833,0.072,-0.018,-0.052,544819.688,,-0.017,0.093,STATIC
 Cleo_V1-0013,29.545,49.567,CLOSE-UP,1.503,0.55,0.077,-0.084,0.289,0.941,0.001,-0.018,4507540.0,,0.252,-0.025,STATIC
 Cleo_V1-0013_detected,29.514,49.731,CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0014,27.005,53.45,CLOSE-UP,73.789,0.029,0.924,0.904,73.789,0.029,0.924,0.904,113458552.0,,1.326,1.496,STATIC
 Cleo_V1-0014_detected,27.889,53.93,CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0015,31.386,51.301,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0015_detected,32.028,51.68,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0016,29.983,44.291,EXTREME CLOSE-UP,14.141,,-0.006,-0.234,14.141,,-0.006,-0.234,887220.562,,0.004,-0.202,STATIC
 Cleo_V1-0016_detected,29.814,44.255,UNKNOWN,,,,,,,,,,,,,
 Cleo_V1-0017,29.512,50.711,MEDIUM LONG SHOT,10.74,7.611,-1.724,1.043,11.641,3.47,-0.076,0.131,2052631.0,,-1.718,1.041,STATIC
 Cleo_V1-0017_detected,29.553,50.969,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0018,32.422,51.875,UNKNOWN,,,,,,,,,73796688.0,,-1.508,-0.564,"HANDHELD, PAN, TILT"
 Cleo_V1-0019,34.299,46.961,LONG SHOT,18.223,,-0.111,-0.757,17.854,,-0.107,-0.228,8796654.0,,-0.162,-0.248,STATIC
 Cleo_V1-0019_detected,34.293,46.967,UNKNOWN,,,,,,,,,,,,,
 Cleo_V1-0020,26.634,37.277,CLOSE-UP,17.434,,1.033,0.083,17.434,,1.033,0.083,334994.031,,0.536,0.082,STATIC
 Cleo_V1-0020_detected,27.432,37.614,CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0021,29.856,48.834,MEDIUM LONG SHOT,23.477,,0.066,-0.1,23.468,,0.052,-0.075,4562582.0,,-0.012,-0.059,STATIC
 Cleo_V1-0021_detected,29.991,49.096,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0022,,,,,,,,,,,,,,,,
 Cleo_V1-0023,27.91,43.334,UNKNOWN,84.618,,-0.868,0.816,84.605,,-0.038,0.495,172862.828,,-0.109,-0.015,STATIC
 Cleo_V1-0024,28.375,50.136,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0024_detected,28.378,50.322,LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0025,30.709,53.612,UNKNOWN,0.063,0.033,0.0,-0.013,0.019,0.018,-0.0,0.0,4453605.0,,0.002,0.018,STATIC
 Cleo_V1-0026,27.131,37.569,UNKNOWN,,,,,,,,,,,,,
 Cleo_V1-0027,31.405,55.723,UNKNOWN,0.077,0.048,-0.012,0.056,0.022,0.028,0.0,0.0,15126928.0,,0.016,0.012,STATIC
 Cleo_V1-0028,30.598,41.323,LONG SHOT,,,,,,,,,35680444.0,,0.058,-0.774,"HANDHELD, TILT"
 Cleo_V1-0028_detected,30.536,41.398,LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0029,27.254,50.511,CLOSE-UP,4.868,0.0,0.9,0.021,4.868,0.0,0.9,0.021,45.184,,1.252,-0.285,STATIC
 Cleo_V1-0029_detected,28.197,50.996,CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0030,34.809,44.981,UNKNOWN,12.158,0.003,-0.162,0.159,12.801,0.677,-0.081,0.011,196620.094,,0.275,0.359,STATIC
 Cleo_V1-0031,26.516,53.803,MEDIUM LONG SHOT,0.651,0.6,-0.089,-0.05,0.651,0.6,-0.089,-0.05,35218832.0,,-0.05,-0.083,STATIC
 Cleo_V1-0031_detected,26.548,53.95,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0032,35.002,45.884,UNKNOWN,0.001,0.001,-0.001,-0.005,0.001,0.001,-0.001,-0.005,5861019.0,,-0.079,-0.019,STATIC
 Cleo_V1-0033,31.643,47.057,MEDIUM LONG SHOT,,,,,,,,,3935.713,,-0.221,2.81,", PAN, TILT"
 Cleo_V1-0033_detected,32.088,47.262,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0034,36.597,51.107,MEDIUM LONG SHOT,0.367,0.861,-0.01,0.003,0.367,0.861,-0.01,0.003,10786636.0,,-0.281,0.155,STATIC
 Cleo_V1-0034_detected,36.654,51.406,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0035,32.682,51.354,MEDIUM LONG SHOT,,,,,,,,,6308915.0,,-0.519,0.052,", PAN"
 Cleo_V1-0035_detected,32.806,51.465,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0036,34.617,43.63,MEDIUM LONG SHOT,,,,,,,,,8672251.0,,7.289,-2.516,", PAN, TILT"
 Cleo_V1-0036_detected,34.62,43.766,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0037,24.288,40.054,UNKNOWN,,,,,,,,,422030720.0,,3.406,0.101,"HANDHELD, PAN"
 Cleo_V1-0038,,,,,,,,,,,,,,,,
 Cleo_V1-0039,61.255,47.534,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0039_detected,61.496,47.813,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0040,,,,,,,,,,,,,,,,
 Cleo_V1-0041,56.934,49.964,MEDIUM CLOSE-UP,30.172,2.382,-0.975,-0.882,34.004,114.64,-0.545,-0.175,11.975,,-0.231,-0.43,STATIC
 Cleo_V1-0041_detected,57.187,50.333,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0042,,,,,,,,,,,,,,,,
 Cleo_V1-0043,37.791,58.408,MEDIUM LONG SHOT,234.463,,-0.854,-0.7,692.358,,-0.432,0.708,5432426.5,,-2.231,0.333,STATIC
 Cleo_V1-0043_detected,37.626,58.386,LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0044,24.183,64.434,MEDIUM CLOSE-UP,141.849,31.364,1.972,4.195,138.569,31.665,0.934,4.043,50004376.0,,4.061,3.678,"HANDHELDPAN, TILT"
 Cleo_V1-0044_detected,24.683,64.734,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0045,63.225,62.698,UNKNOWN,645.852,,-7.308,-11.018,645.852,,-7.308,-11.018,40588752.0,,-9.713,-3.335,STATIC
 Cleo_V1-0046,27.775,19.026,MEDIUM LONG SHOT,,,,,,,,,38435904.0,,-10.442,-3.329,"HANDHELD, PAN, TILT"
 Cleo_V1-0046_detected,27.777,19.039,UNKNOWN,,,,,,,,,,,,,
 Cleo_V1-0047,,,,,,,,,,,,,,,,
 Cleo_V1-0048,22.14,58.695,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0048_detected,22.633,58.929,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0049,25.717,49.941,CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0049_detected,26.654,50.454,CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0050,24.359,48.014,CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0050_detected,25.251,48.474,CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0051,,,,,,,,,,,,,,,,
 Cleo_V1-0052,21.067,59.633,UNKNOWN,,,,,,,,,,,,,
 Cleo_V1-0053,,,,,,,,,,,,,,,,
 Cleo_V1-0054,39.702,38.978,MEDIUM LONG SHOT,83.742,,0.297,-2.562,83.742,,0.297,-2.562,103638.898,,1.369,-2.021,STATIC
 Cleo_V1-0054_detected,39.593,38.93,UNKNOWN,,,,,,,,,,,,,
 Cleo_V1-0055,23.904,19.058,MEDIUM LONG SHOT,,,,,,,,,3918419.5,,-0.382,6.216,", PAN, TILT"
 Cleo_V1-0055_detected,24.3,19.346,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0056,33.321,40.358,EXTREME CLOSE-UP,,,,,,,,,3574357.0,,0.98,0.178,", PAN"
 Cleo_V1-0056_detected,34.381,40.974,EXTREME CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0057,,,,,,,,,,,,,,,,
 Cleo_V1-0058,37.082,29.232,LONG SHOT,42.739,,-1.076,0.172,310.301,,-0.195,0.401,3105833.0,,-0.436,0.109,STATIC
 Cleo_V1-0058_detected,37.073,29.319,LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0059,,,,,,,,,,,,,,,,
 Cleo_V1-0060,47.99,44.208,MEDIUM LONG SHOT,,,,,,,,,62365688.0,,-5.548,-1.082,"HANDHELD, PAN, TILT"
 Cleo_V1-0060_detected,48.301,44.478,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0061,30.675,28.884,MEDIUM LONG SHOT,,,,,,,,,74923240.0,,-1.522,0.528,"HANDHELD, PAN, TILT"
 Cleo_V1-0061_detected,31.238,29.137,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0062,27.1,42.389,MEDIUM LONG SHOT,,,,,,,,,6802252.5,,0.699,-0.002,", PAN"
 Cleo_V1-0062_detected,27.75,42.737,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0063,,,,,,,,,,,,,,,,
 Cleo_V1-0064,31.517,35.204,MEDIUM LONG SHOT,,,,,,,,,159885264.0,,-1.569,3.421,"HANDHELD, PAN, TILT"
 Cleo_V1-0064_detected,31.683,35.451,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0065,44.049,54.731,MEDIUM LONG SHOT,59.891,36.857,1.035,-0.71,55.24,31.821,-0.136,0.117,204597.453,,0.787,-0.614,"PAN, TILT"
 Cleo_V1-0065_detected,44.158,54.925,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0066,27.54,40.201,CLOSE-UP,4.217,6.503,-0.184,-0.149,5.878,9.391,-0.257,-0.169,32138176.0,,-0.443,-0.396,STATIC
 Cleo_V1-0066_detected,28.463,40.614,CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0067,26.162,39.744,MEDIUM CLOSE-UP,124.556,,-0.538,2.201,2326.887,,-0.691,0.615,186693920.0,,0.034,2.461,STATIC
 Cleo_V1-0067_detected,27.168,40.164,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0068,35.857,50.154,MEDIUM CLOSE-UP,22.327,,0.109,-0.007,22.064,,-0.021,0.028,3713977.0,,0.034,-0.005,STATIC
 Cleo_V1-0068_detected,36.266,50.46,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0069,59.635,71.85,MEDIUM LONG SHOT,39.285,1.567,0.042,0.09,40.535,1.034,0.04,0.075,11524342.0,,0.007,0.024,STATIC
 Cleo_V1-0069_detected,59.723,72.04,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0070,41.389,51.883,MEDIUM CLOSE-UP,73.751,,-1.354,0.192,2178.136,,-1.225,-0.994,1777606.75,,-0.073,0.144,STATIC
 Cleo_V1-0070_detected,41.647,52.096,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0071,54.397,65.628,MEDIUM LONG SHOT,,,,,,,,,47783368.0,,-0.006,-0.036,HANDHELD
 Cleo_V1-0071_detected,54.501,65.789,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0072,50.123,49.634,LONG SHOT,,,,,,,,,3271875.75,,0.004,0.012,
 Cleo_V1-0072_detected,50.288,49.774,LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0073,54.709,79.623,LONG SHOT,242.097,,5.718,0.179,1458.614,,-0.47,0.161,39465360.0,,8.189,0.42,STATIC
 Cleo_V1-0073_detected,54.574,79.615,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0074,43.72,72.963,LONG SHOT,2.635,1.367,0.174,-0.028,1.245,1.368,-0.065,-0.0,7526465.5,,0.112,-0.003,STATIC
 Cleo_V1-0074_detected,43.83,73.1,LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0076,35.305,55.145,UNKNOWN,156.376,,5.355,-2.295,221.301,,-4.642,1.289,2218457.5,,3.748,-0.518,STATIC
 Cleo_V1-0077,24.207,45.613,UNKNOWN,,,,,,,,,,,,,
 Cleo_V1-0078,34.734,55.063,UNKNOWN,,,,,,,,,,,,,
 Cleo_V1-0079,,,,,,,,,,,,,,,,
 Cleo_V1-0080,31.97,75.54,UNKNOWN,,,,,,,,,,,,,
 Cleo_V1-0081,,,,,,,,,,,,,,,,
 Cleo_V1-0082,31.175,64.177,UNKNOWN,,,,,,,,,,,,,
 Cleo_V1-0083,34.791,50.717,CLOSE-UP,114.781,5.549,2.54,0.294,118.791,5.503,0.487,-0.066,52248812.0,,1.568,0.489,STATIC
 Cleo_V1-0083_detected,35.463,51.207,CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0084,29.419,52.482,UNKNOWN,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.001,4217938.0,,0.164,0.305,STATIC
 Cleo_V1-0085,41.544,54.729,MEDIUM CLOSE-UP,9.461,16.013,0.292,-0.09,14.486,25.048,0.316,0.019,4109943.75,,0.415,-0.042,PAN
 Cleo_V1-0085_detected,41.994,55.064,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0086,40.859,65.563,UNKNOWN,0.237,0.218,0.032,0.045,0.03,0.03,-0.0,-0.0,264539.062,,0.037,0.081,STATIC
 Cleo_V1-0087,47.699,65.4,MEDIUM LONG SHOT,306.331,,2.628,-0.379,307.567,,2.242,-0.34,19152064.0,,0.572,-0.009,STATIC
 Cleo_V1-0087_detected,47.847,65.586,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0088,,,,,,,,,,,,,,,,
 Cleo_V1-0089,39.573,54.293,MEDIUM LONG SHOT,,,,,,,,,59987804.0,,0.867,5.797,"HANDHELD, PAN, TILT"
 Cleo_V1-0089_detected,39.536,54.256,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0090,46.822,79.167,LONG SHOT,58.709,0.138,0.904,0.071,60.18,0.031,0.812,0.024,1323412.75,,0.269,0.107,STATIC
 Cleo_V1-0090_detected,46.91,79.3,EXTREME LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0091,42.657,69.156,MEDIUM CLOSE-UP,0.278,0.231,0.104,0.048,0.073,0.096,0.021,0.001,902992.062,,0.117,-0.021,STATIC
 Cleo_V1-0091_detected,42.802,69.362,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0092,43.831,60.741,MEDIUM LONG SHOT,141.272,,0.277,0.009,198.031,,0.225,0.005,2969873.5,,0.239,0.01,STATIC
 Cleo_V1-0092_detected,43.917,60.91,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0093,50.866,58.718,MEDIUM LONG SHOT,117.884,0.235,0.086,-0.149,163.562,0.261,-0.476,-0.087,18444656.0,,0.349,0.027,STATIC
 Cleo_V1-0093_detected,51.064,58.889,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0094,42.949,69.226,MEDIUM CLOSE-UP,1.273,0.697,0.042,0.03,2.184,0.507,0.047,-0.134,182639.406,,0.077,0.081,STATIC
 Cleo_V1-0094_detected,43.047,69.354,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0095,33.472,56.394,CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0095_detected,34.061,56.79,CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0096,40.077,65.803,MEDIUM LONG SHOT,,,,,,,,,38568644.0,,0.601,0.848,"HANDHELD, PAN, TILT"
 Cleo_V1-0096_detected,40.12,65.891,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0097,32.409,39.188,MEDIUM LONG SHOT,,,,,,,,,1166101888.0,,1.002,0.369,"HANDHELD, PAN, TILT"
 Cleo_V1-0097_detected,32.592,39.403,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0098,25.532,39.534,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0098_detected,25.994,39.828,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0099,63.859,67.019,EXTREME LONG SHOT,,,,,,,,,9254358.0,,6.917,-0.075,", PAN"
 Cleo_V1-0099_detected,63.951,67.187,EXTREME LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0100,46.01,47.529,MEDIUM LONG SHOT,,,,,,,,,49478556.0,,7.853,-0.582,"HANDHELD, PAN, TILT"
 Cleo_V1-0100_detected,46.206,47.684,LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0101,39.241,43.497,MEDIUM CLOSE-UP,119.917,,0.152,0.154,15983.979,,-1.879,-0.843,7427029.0,,-0.264,-0.312,STATIC
 Cleo_V1-0101_detected,39.644,43.813,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0102,58.883,57.668,MEDIUM LONG SHOT,99.709,,-2.02,-0.029,20563.221,,-0.776,-0.854,1573013.75,,-3.866,-0.265,STATIC
 Cleo_V1-0102_detected,58.793,58.033,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0103,43.276,42.007,MEDIUM CLOSE-UP,43.309,,-0.501,-0.177,828.609,,-1.296,-0.737,58234516.0,,-0.344,-0.01,STATIC
 Cleo_V1-0103_detected,43.677,42.355,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0104,68.029,57.882,MEDIUM LONG SHOT,,,,,,,,,207395584.0,,13.615,-0.395,"HANDHELD, PAN, TILT"
 Cleo_V1-0104_detected,67.922,58.159,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0105,51.344,80.178,UNKNOWN,,,,,,,,,464684192.0,,-3.307,0.186,"HANDHELD, PAN"
 Cleo_V1-0106,57.244,76.468,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0106_detected,57.27,76.764,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0107,51.028,57.303,MEDIUM LONG SHOT,,,,,,,,,11800907.0,,1.526,0.588,"HANDHELD, PAN, TILT"
 Cleo_V1-0107_detected,50.931,57.454,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0108,30.365,35.282,UNKNOWN,,,,,,,,,11512570880.0,,-210.905,7.9,"HANDHELD, PAN, TILT"
 Cleo_V1-0109,,,,,,,,,,,,,,,,
 Cleo_V1-0110,29.606,40.352,UNKNOWN,0.29,0.29,-0.062,-0.027,0.29,0.29,-0.062,-0.027,10669514.0,,0.175,0.144,STATIC
 Cleo_V1-0111,32.823,32.407,MEDIUM LONG SHOT,,,,,,,,,14334585.0,,-0.978,0.079,"HANDHELD, PAN"
 Cleo_V1-0111_detected,33.262,32.865,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0112,34.888,29.465,UNKNOWN,125.55,,0.634,-1.718,159.363,,-0.009,0.244,610623040.0,,-2.848,0.16,STATIC
 Cleo_V1-0113,63.918,83.512,UNKNOWN,,,,,,,,,,,,,
 Cleo_V1-0114,33.413,42.37,CLOSE-UP,6410.38,,10.861,14.864,7824.632,,18.747,4.004,4301217280.0,,1.846,-0.106,STATIC
 Cleo_V1-0114_detected,34.11,42.814,CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0115,35.111,33.934,MEDIUM CLOSE-UP,133.629,,-0.067,-0.009,137.449,,-0.18,0.003,61532784.0,,-0.196,0.246,STATIC
 Cleo_V1-0115_detected,35.626,34.273,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0116,38.42,51.71,LONG SHOT,52.968,,-0.231,-2.369,128.313,,-0.224,-0.233,603276.0,,2.64,-0.789,STATIC
 Cleo_V1-0116_detected,38.469,51.868,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0117,60.716,59.86,MEDIUM CLOSE-UP,41.754,14.625,-0.959,0.114,76.54,58.893,-0.082,0.009,12672921.0,,-0.34,0.005,HANDHELDPAN
 Cleo_V1-0117_detected,60.907,60.249,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0118,60.642,57.976,EXTREME LONG SHOT,,,,,,,,,411739872.0,,37.773,1.441,"HANDHELD, PAN, TILT"
 Cleo_V1-0118_detected,60.835,58.273,LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0119,68.219,71.235,EXTREME LONG SHOT,563.892,,-3.678,-0.642,728.362,,-3.571,-0.884,38597452.0,,-5.195,-0.66,STATIC
 Cleo_V1-0119_detected,68.151,71.071,EXTREME LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0120,43.88,50.361,MEDIUM CLOSE-UP,,,,,,,,,215184128.0,,-4.223,-0.573,"HANDHELD, PAN, TILT"
 Cleo_V1-0120_detected,44.25,50.689,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0121,51.954,49.395,MEDIUM LONG SHOT,46.759,,0.705,-0.039,51.189,,0.283,0.184,757662.562,,0.963,-0.208,STATIC
 Cleo_V1-0121_detected,51.769,49.661,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0122,41.207,42.826,MEDIUM CLOSE-UP,268.948,,1.157,0.515,358.212,,2.107,0.317,18176410.0,,0.956,-0.059,STATIC
 Cleo_V1-0122_detected,41.715,43.291,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0123,57.138,55.712,MEDIUM LONG SHOT,102.355,,2.175,-0.056,143.115,,0.587,0.155,10981683.0,,0.389,-0.611,STATIC
 Cleo_V1-0123_detected,57.068,55.905,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0124,54.124,60.855,LONG SHOT,,,,,,,,,580860160.0,,-26.021,2.869,"HANDHELD, PAN, TILT"
 Cleo_V1-0124_detected,54.177,60.907,EXTREME LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0125,48.814,55.967,MEDIUM LONG SHOT,,,,,,,,,3601133.25,,-1.038,-0.212,", PAN, TILT"
 Cleo_V1-0125_detected,48.912,56.12,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0126,22.916,37.072,MEDIUM CLOSE-UP,18.653,37.08,0.137,-0.043,173.05,52.435,-0.173,0.254,34719780.0,,-0.123,0.056,HANDHELD
 Cleo_V1-0126_detected,23.927,37.498,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0127,51.265,48.921,MEDIUM CLOSE-UP,,,,,,,,,6377993.5,,4.144,0.103,", PAN"
 Cleo_V1-0127_detected,51.191,48.934,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0128,53.718,49.696,EXTREME LONG SHOT,,,,,,,,,47154256.0,,-1.61,0.147,"HANDHELD, PAN"
 Cleo_V1-0128_detected,53.691,49.746,EXTREME LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0129,50.537,63.575,MEDIUM LONG SHOT,,,,,,,,,42782632.0,,7.022,0.099,"HANDHELD, PAN"
 Cleo_V1-0129_detected,50.677,63.729,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0130,51.032,48.977,MEDIUM LONG SHOT,173.472,,-0.026,1.103,346.146,,0.919,-0.213,4968768.5,,-0.121,0.546,STATIC
 Cleo_V1-0130_detected,51.058,49.058,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0131,26.733,33.826,LONG SHOT,57.776,,2.292,0.255,44.575,,-0.031,-0.059,288422.781,,0.535,0.071,STATIC
 Cleo_V1-0131_detected,27.109,33.955,LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0132,44.746,51.302,LONG SHOT,31.109,,1.455,-0.516,210.032,,-0.467,0.471,1861565.75,,0.751,-0.069,STATIC
 Cleo_V1-0132_detected,44.864,51.578,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0133,32.098,40.478,MEDIUM CLOSE-UP,970.211,,-3.771,0.618,135940.781,,14.106,14.064,2393930.25,,-1.42,1.181,STATIC
 Cleo_V1-0133_detected,32.819,40.968,MEDIUM CLOSE-UP,,,,,,,,,,,,,
 Cleo_V1-0134,25.713,37.726,MEDIUM LONG SHOT,39.165,,-0.291,0.017,18.854,,-0.034,0.025,22171.848,,0.019,-0.07,STATIC
 Cleo_V1-0134_detected,26.032,37.997,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0135,43.897,89.017,MEDIUM LONG SHOT,67.969,6.602,1.645,-0.614,74.47,56.528,1.467,-0.627,3494628.25,,0.174,-0.021,STATIC
 Cleo_V1-0135_detected,43.894,88.998,LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0136,49.075,83.13,LONG SHOT,27.79,,0.079,-0.027,146.684,,0.079,0.015,458589.312,,0.006,-0.034,STATIC
 Cleo_V1-0136_detected,49.109,83.285,MEDIUM LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0137,39.797,75.686,LONG SHOT,56.171,50.44,-0.357,0.195,57.012,49.803,-0.263,0.129,11323596.0,,-0.059,0.064,HANDHELDPAN
 Cleo_V1-0137_detected,39.756,75.69,LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0138,46.375,70.481,LONG SHOT,190.964,51.957,2.003,-0.487,190.964,51.957,2.003,-0.487,3748103.25,,-3.139,0.151,"PAN, TILT"
 Cleo_V1-0138_detected,46.249,70.642,LONG SHOT,,,,,,,,,,,,,
 Cleo_V1-0139,47.876,66.627,MEDIUM LONG SHOT,179.343,,0.187,0.038,195.674,,0.114,0.038,1984725.25,,-0.011,-0.036,STATIC
