filename,contrast,exposure,scale,variance,border_variance,average_motion_x,average_motion_y,t_variance,t_border_variance,t_average_motion_x,t_average_motion_y,orb_variance,orb_border_variance,orb_average_motion_x,orb_average_motion_y,movement
DragonInn_V1-0126,27.972,25.086,LONG SHOT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5241445.0,,-0.051,-0.035,STATIC
DragonInn_V1-0127,53.571,48.382,MEDIUM LONG SHOT,422.178,,-0.226,-1.435,422.178,,-0.226,-1.435,19798834.0,,1.893,0.255,STATIC
DragonInn_V1-0128,39.099,32.529,MEDIUM CLOSE-UP,0.127,,0.112,-0.0,0.127,,0.112,-0.0,8602.916,,0.205,-0.329,STATIC
DragonInn_V1-0129,43.679,36.585,MEDIUM LONG SHOT,,,,,,,,,22542730.0,,0.322,0.981,"HANDHELD, PAN, TILT"
DragonInn_V1-0130,42.578,32.768,MEDIUM CLOSE-UP,,,,,,,,,118061.43,,-13.685,3.511,", PAN, TILT"
DragonInn_V1-0131,37.021,22.921,MEDIUM LONG SHOT,0.176,,0.288,-0.079,0.047,,-0.01,0.003,0.66,,0.276,-0.06,STATIC
DragonInn_V1-0132,37.672,26.293,CLOSE-UP,1.469,,0.966,-0.062,1.469,,0.966,-0.062,3.442,,0.92,0.052,STATIC
DragonInn_V1-0133,45.834,40.805,MEDIUM LONG SHOT,,,,,,,,,,,,,
DragonInn_V1-0134,31.451,25.105,MEDIUM CLOSE-UP,,,,,,,,,62122172.0,,-1.334,0.3,"HANDHELD, PAN, TILT"
DragonInn_V1-0135,40.556,31.121,MEDIUM CLOSE-UP,7.055,0.06,-0.356,-0.877,5.901,0.046,-0.164,-0.372,3684901.0,,-0.184,-0.791,STATIC
DragonInn_V1-0136,32.532,23.264,MEDIUM CLOSE-UP,,,,,,,,,6804154.0,,0.207,-0.027,", PAN"
DragonInn_V1-0137,53.997,49.511,MEDIUM CLOSE-UP,185.707,,0.129,0.86,176.261,,-0.676,0.552,25173434.0,,1.25,0.414,STATIC
DragonInn_V1-0138,49.636,33.699,MEDIUM CLOSE-UP,3105.611,,-9.799,-6.582,2068.814,,-6.031,0.471,59369228.0,,0.18,-0.137,STATIC
DragonInn_V1-0139,21.889,18.853,MEDIUM LONG SHOT,671.596,0.0,2.784,0.156,680.374,0.081,2.653,0.189,37782372.0,,1.65,-0.154,STATIC
DragonInn_V1-0140,28.987,21.508,LONG SHOT,,,,,,,,,47758404.0,,-0.107,0.017,HANDHELD
DragonInn_V1-0141,28.856,24.571,MEDIUM LONG SHOT,248.035,,-0.264,0.251,10587009.0,,9.587,47.321,2285426.5,,-0.018,0.011,STATIC
DragonInn_V1-0142,22.78,22.175,LONG SHOT,,,,,,,,,,,,,
DragonInn_V1-0143,43.112,34.841,MEDIUM CLOSE-UP,,,,,,,,,1249627.125,,-0.58,0.31,", PAN, TILT"
DragonInn_V1-0145,36.002,29.702,LONG SHOT,250.262,,0.451,0.658,250.262,,0.451,0.658,704448.188,,0.629,0.939,STATIC
DragonInn_V1-0146,23.442,14.36,MEDIUM LONG SHOT,236.348,,-2.45,-0.404,236.348,,-2.45,-0.404,1512418.125,,-0.266,-0.025,STATIC
DragonInn_V1-0149,11.371,9.658,UNKNOWN,10.38,,0.051,0.045,10.402,,0.064,0.031,915032.5,,-0.017,0.008,STATIC
DragonInn_V1-0150,38.952,33.339,MEDIUM CLOSE-UP,650.286,,-3.762,-1.326,3773.75,,-0.829,-0.272,883470.062,,-0.462,-0.062,STATIC
DragonInn_V1-0151,10.852,9.389,UNKNOWN,0.0,,0.001,0.0,0.0,,0.0,-0.0,0.164,,-0.001,-0.001,STATIC
DragonInn_V1-0152,16.6,17.536,UNKNOWN,204.541,,0.15,-0.07,2380.802,,-0.17,-0.525,2034781.25,,0.749,-0.168,STATIC
DragonInn_V1-0153,20.792,11.7,LONG SHOT,,,,,,,,,16298589.0,,-30.838,-0.21,"HANDHELD, PAN, TILT"
DragonInn_V1-0154,36.717,33.115,MEDIUM CLOSE-UP,,,,,,,,,3490504.0,,-1.44,0.333,", PAN, TILT"
DragonInn_V1-0155,27.452,22.439,MEDIUM LONG SHOT,25.545,,0.207,-0.072,31.019,,0.129,0.082,945052.688,,-0.225,-0.026,STATIC
DragonInn_V1-0156,21.7,13.956,LONG SHOT,,,,,,,,,36974228.0,,-1.954,0.167,"HANDHELD, PAN"
DragonInn_V1-0157,24.916,20.116,LONG SHOT,30.432,,-0.153,-0.083,35.835,,0.066,-0.013,41497.207,,0.001,-0.0,STATIC
DragonInn_V1-0158,26.897,22.348,MEDIUM CLOSE-UP,3.936,0.018,0.161,0.031,4.977,0.029,0.04,0.02,698393.938,,0.074,0.035,STATIC
DragonInn_V1-0159,35.801,29.907,MEDIUM CLOSE-UP,1.569,0.02,-0.022,0.039,1.4,0.002,0.008,0.021,1.493,,-0.023,0.01,STATIC
DragonInn_V1-0160,29.386,23.113,MEDIUM CLOSE-UP,0.789,,0.16,0.039,0.183,,-0.006,-0.004,788624.812,,0.167,0.02,STATIC
DragonInn_V1-0161,29.31,23.402,LONG SHOT,426.689,,0.307,-0.095,2321.753,,-0.082,0.332,8559291.0,,-0.205,0.026,STATIC
DragonInn_V1-0162,18.684,13.914,LONG SHOT,,,,,,,,,1388036224.0,,5.655,-0.219,"HANDHELD, PAN, TILT"
DragonInn_V1-0163,8.068,11.433,UNKNOWN,0.044,,0.015,-0.008,0.339,,0.016,0.005,39.047,,-0.187,0.03,STATIC
DragonInn_V1-0164,73.069,71.606,LONG SHOT,,,,,,,,,,,,,
DragonInn_V1-0165,46.978,34.724,LONG SHOT,81.657,,0.943,-0.071,83.033,,0.583,-0.127,2544572.25,,0.4,0.016,STATIC
DragonInn_V1-0166,67.753,68.58,LONG SHOT,28.271,,1.057,-0.281,31.48,,-1.215,0.262,7825198.5,,0.031,-0.077,STATIC
DragonInn_V1-0167,24.195,21.99,MEDIUM LONG SHOT,,,,,,,,,16665424.0,,-2.651,0.152,"HANDHELD, PAN"
DragonInn_V1-0168,47.796,37.926,MEDIUM LONG SHOT,0.015,,0.011,-0.002,0.013,,0.0,-0.003,1373.178,,0.003,-0.005,STATIC
DragonInn_V1-0169,69.839,69.671,UNKNOWN,24.295,,-0.518,0.35,23.092,,-0.316,0.34,2771.555,,-0.425,0.058,STATIC
DragonInn_V1-0170,50.857,50.794,MEDIUM LONG SHOT,,,,,,,,,968090688.0,,19.824,5.285,"HANDHELD, PAN, TILT"
DragonInn_V1-0171,48.667,57.13,LONG SHOT,,,,,,,,,3974661.5,,2.711,-0.235,", PAN, TILT"
DragonInn_V1-0173,51.66,54.905,MEDIUM LONG SHOT,510.81,,0.524,-0.78,1208.103,,0.36,0.466,20859270.0,,-0.164,-0.375,STATIC
DragonInn_V1-0175,63.163,93.488,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556241.312,,1.884,0.249,STATIC
DragonInn_V1-0176,56.876,74.56,MEDIUM LONG SHOT,590.898,,-18.17,-0.984,26949.385,,15.96,1.102,138975072.0,,5.521,-0.408,STATIC
DragonInn_V1-0177,35.887,32.12,MEDIUM LONG SHOT,,,,,,,,,6077069.0,,-0.682,0.089,", PAN"
DragonInn_V1-0178,50.882,49.249,EXTREME LONG SHOT,,,,,,,,,295684512.0,,-11.256,2.455,"HANDHELD, PAN, TILT"
DragonInn_V1-0179,56.105,64.092,MEDIUM LONG SHOT,,,,,,,,,26907056.0,,22.636,3.155,"HANDHELD, PAN, TILT"
DragonInn_V1-0181,53.019,59.264,MEDIUM LONG SHOT,,,,,,,,,,,,,
DragonInn_V1-0182,51.687,79.209,LONG SHOT,,,,,,,,,,,,,
DragonInn_V1-0183,61.801,85.142,MEDIUM LONG SHOT,,,,,,,,,22048758.0,,2.681,-0.439,"HANDHELD, PAN, TILT"
DragonInn_V1-0184,66.863,93.219,EXTREME LONG SHOT,6.986,,0.08,-0.024,6.922,,0.05,-0.019,1.04,,0.124,-0.03,STATIC
DragonInn_V1-0185,62.348,83.479,EXTREME LONG SHOT,0.85,,-0.112,0.105,0.014,,0.003,-0.001,1924103.875,,0.012,0.11,STATIC
DragonInn_V1-0186,61.992,94.654,MEDIUM LONG SHOT,7.934,,0.519,0.111,238.704,,-0.091,-0.067,4169831.25,,0.047,0.182,STATIC
DragonInn_V1-0187,61.924,81.904,UNKNOWN,1.094,,-0.687,0.422,0.038,,0.002,0.003,24865790.0,,-0.568,0.413,STATIC
DragonInn_V1-0188,70.894,113.745,MEDIUM CLOSE-UP,316.765,,0.734,1.485,1015.18,,1.285,-0.349,3476370.0,,0.236,1.241,STATIC
DragonInn_V1-0189,55.997,64.486,MEDIUM CLOSE-UP,601.579,,0.642,-0.17,863.13,,-0.571,1.853,114040024.0,,0.644,0.465,STATIC
DragonInn_V1-0190,72.649,112.89,MEDIUM CLOSE-UP,22363.17,,-12.926,4.191,38150.656,,60.233,-2.181,322273760.0,,-35.121,3.805,STATIC
DragonInn_V1-0192,63.65,97.737,MEDIUM CLOSE-UP,,,,,,,,,,,,,
DragonInn_V1-0193,56.754,68.305,MEDIUM CLOSE-UP,17.748,0.01,-0.738,-0.014,17.64,0.007,-0.729,0.006,11.507,,-0.049,-0.005,STATIC
DragonInn_V1-0194,66.141,95.397,MEDIUM LONG SHOT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344852768.0,,-0.551,0.689,STATIC
DragonInn_V1-0195,42.581,53.599,MEDIUM CLOSE-UP,,,,,,,,,,,,,
DragonInn_V1-0196,61.388,79.744,LONG SHOT,,,,,,,,,,,,,
DragonInn_V1-0197,57.93,98.052,UNKNOWN,16526.875,,-10.151,42.09,16526.875,,-10.151,42.09,855790336.0,,-5.406,4.972,STATIC
DragonInn_V1-0198,70.668,106.115,LONG SHOT,,,,,,,,,,,,,
DragonInn_V1-0199,54.987,60.959,MEDIUM LONG SHOT,321.27,,0.972,0.516,318.836,,0.49,0.779,890735.375,,0.334,-0.225,STATIC
DragonInn_V1-0200,62.637,100.812,MEDIUM CLOSE-UP,0.063,,-0.092,0.012,0.015,,-0.0,0.0,89.064,,-0.063,-0.008,STATIC
DragonInn_V1-0201,55.567,60.565,MEDIUM LONG SHOT,1322.955,50.279,0.499,-1.53,1322.432,52.023,0.526,-1.492,247460.234,,0.024,-0.019,"PAN, TILT"
DragonInn_V1-0202,61.96,100.435,MEDIUM CLOSE-UP,1.667,,-0.35,-0.492,1.475,,-0.023,-0.028,596.098,,-0.42,-0.434,STATIC
DragonInn_V1-0203,51.619,52.989,MEDIUM CLOSE-UP,,,,,,,,,48445292.0,,-0.01,0.176,HANDHELD
DragonInn_V1-0204,57.932,68.885,MEDIUM CLOSE-UP,2593.267,,-3.886,-1.405,2593.361,,-3.874,-1.405,4731455.5,,-0.162,0.08,STATIC
DragonInn_V1-0205,62.223,100.949,MEDIUM CLOSE-UP,0.479,,-0.765,0.173,0.07,,0.017,-0.001,975.441,,-0.485,0.054,STATIC
DragonInn_V1-0207,45.211,44.42,MEDIUM CLOSE-UP,750.735,1.916,-1.385,-0.803,752.998,0.024,-1.371,-0.038,1230.507,,-0.09,-0.637,STATIC
DragonInn_V1-0208,52.634,71.861,UNKNOWN,1246.531,0.0,-0.403,-0.503,1034.081,0.139,-1.272,-0.63,350778240.0,,5.169,0.729,STATIC
DragonInn_V1-0210,61.771,87.488,MEDIUM LONG SHOT,,,,,,,,,1180244992.0,,-3.155,0.404,"HANDHELD, PAN, TILT"
DragonInn_V1-0211,67.69,107.022,CLOSE-UP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53373384.0,,-10.435,4.896,STATIC
DragonInn_V1-0212,74.591,103.567,CLOSE-UP,458.387,,-9.427,3.132,466.267,,0.487,-0.66,112177776.0,,-6.59,2.129,STATIC
DragonInn_V1-0213,47.64,68.152,MEDIUM LONG SHOT,,,,,,,,,,,,,
DragonInn_V1-0214,57.845,68.895,MEDIUM LONG SHOT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164946128.0,,0.907,1.729,STATIC
DragonInn_V1-0215,59.131,79.553,MEDIUM CLOSE-UP,218.175,,-2.158,0.931,223.851,,-2.523,-0.443,35091976.0,,-6.65,-1.773,STATIC
DragonInn_V1-0217,60.99,60.059,MEDIUM CLOSE-UP,36.641,,5.173,-0.589,22.209,,0.077,0.143,4098.88,,6.611,-0.763,STATIC
DragonInn_V1-0218,63.805,77.783,MEDIUM CLOSE-UP,42.468,,-5.02,-0.005,42.468,,-5.02,-0.005,2503498.0,,1.778,-0.07,STATIC
DragonInn_V1-0219,60.856,69.302,MEDIUM CLOSE-UP,0.0,0.0,0.0,0.0,4.36,4.36,0.0,0.0,76353336.0,,5.845,0.602,STATIC
DragonInn_V1-0220,70.221,81.429,MEDIUM CLOSE-UP,401.912,,3.1,-1.389,430.942,,1.326,-0.049,721682.562,,4.291,-1.456,STATIC
DragonInn_V1-0222,58.396,75.688,MEDIUM CLOSE-UP,0.61,0.02,0.071,-0.091,0.537,0.006,0.032,-0.06,84112.336,,0.114,-0.055,STATIC
DragonInn_V1-0223,65.727,82.135,MEDIUM LONG SHOT,1204.329,,-0.55,-0.552,12487.546,,-0.151,1.005,21361406.0,,0.035,0.045,STATIC
DragonInn_V1-0224,51.022,63.804,LONG SHOT,,,,,,,,,57604688.0,,2.769,0.31,"HANDHELD, PAN, TILT"
DragonInn_V1-0226,65.855,71.968,MEDIUM LONG SHOT,302.749,,-1.058,-0.936,310.811,,0.572,-1.906,448552.469,,-1.069,0.052,STATIC
DragonInn_V1-0227,71.871,98.933,UNKNOWN,52.343,,0.407,0.284,52.178,,0.409,0.28,181.56,,-0.077,-0.001,STATIC
DragonInn_V1-0228,67.529,77.249,MEDIUM CLOSE-UP,258.798,,-1.795,0.305,274.766,,-1.149,-0.097,1075228.5,,0.102,-0.005,STATIC
DragonInn_V1-0229,74.565,107.624,UNKNOWN,0.01,,-0.005,0.001,0.006,,-0.0,-0.0,0.044,,-0.006,0.001,STATIC
DragonInn_V1-0231,76.454,78.605,LONG SHOT,0.549,,-0.008,-0.02,0.541,,-0.009,-0.018,36.576,,-0.107,-0.034,STATIC
DragonInn_V1-0232,72.589,100.187,MEDIUM LONG SHOT,182.819,,-0.794,0.236,182.939,,-0.688,0.229,9386.678,,-0.675,0.284,STATIC
DragonInn_V1-0233,77.574,91.262,EXTREME LONG SHOT,192.451,,0.313,-0.797,190.649,,0.31,0.201,6549069.0,,0.066,-0.735,STATIC
DragonInn_V1-0234,73.279,102.021,LONG SHOT,2814.22,,4.635,-1.021,35813.098,,8.014,2.046,39968.223,,-0.284,-2.515,STATIC
DragonInn_V1-0236,68.43,104.199,MEDIUM CLOSE-UP,,,,,,,,,231490032.0,,-7.826,1.146,"HANDHELD, PAN, TILT"
DragonInn_V1-0237,67.776,101.72,MEDIUM CLOSE-UP,3366.442,,4.924,0.195,3569.008,,0.83,0.252,23615740.0,,0.642,-0.066,STATIC
DragonInn_V1-0240,59.322,92.427,MEDIUM LONG SHOT,,,,,,,,,,,,,
DragonInn_V1-0241,62.169,77.214,MEDIUM LONG SHOT,8.393,,-0.017,-0.101,224.996,,0.147,0.343,118846.414,,0.06,-0.059,STATIC
DragonInn_V1-0242,59.224,93.788,MEDIUM CLOSE-UP,11.091,,-0.706,0.257,11.091,,-0.706,0.257,68535.391,,-0.137,0.093,STATIC
DragonInn_V1-0245,47.792,73.662,MEDIUM CLOSE-UP,127.439,,6.32,-1.116,118.081,,-0.743,-0.127,8129.524,,6.134,-0.969,STATIC
DragonInn_V1-0246,63.994,73.07,MEDIUM CLOSE-UP,117.438,,-0.273,0.107,140.06,,-0.66,-0.157,3056878.0,,1.032,0.146,STATIC
DragonInn_V1-0247,61.672,98.664,LONG SHOT,21.72,,0.473,0.033,34.209,,-0.016,-0.514,3085922.5,,1.193,0.342,STATIC
DragonInn_V1-0248,62.744,59.441,MEDIUM CLOSE-UP,17.007,,1.993,0.072,17.007,,1.993,0.072,33231002.0,,0.661,0.027,STATIC
DragonInn_V1-0249,57.998,92.618,MEDIUM CLOSE-UP,,,,,,,,,25385392.0,,-6.615,-7.02,"HANDHELD, PAN, TILT"
DragonInn_V1-0251,60.48,94.243,MEDIUM CLOSE-UP,,,,,,,,,,,,,
DragonInn_V1-0253,66.476,79.066,LONG SHOT,3963.258,,0.742,0.181,3964.968,,0.878,-0.469,61397392.0,,0.686,0.27,STATIC
DragonInn_V1-0254,64.431,81.221,LONG SHOT,154.649,,1.221,-0.053,157.738,,0.806,0.161,87.728,,0.34,-0.179,STATIC
DragonInn_V1-0255,56.875,57.29,LONG SHOT,46.158,0.02,-0.924,-0.101,46.952,0.284,-0.385,-0.02,18423428.0,,-0.997,-0.166,STATIC
DragonInn_V1-0256,54.417,51.698,LONG SHOT,,,,,,,,,,,,,
DragonInn_V1-0257,63.184,76.674,MEDIUM CLOSE-UP,,,,,,,,,30439930.0,,0.119,-0.143,HANDHELD
DragonInn_V1-0258,51.075,31.954,UNKNOWN,37208.699,,-32.937,31.363,85371.703,,-12.015,-17.444,741490496.0,,-1.603,2.818,STATIC
DragonInn_V1-0259,67.734,74.77,MEDIUM LONG SHOT,1985.246,,0.539,3.948,1989.846,,0.767,3.791,190702624.0,,-1.24,-0.017,STATIC
DragonInn_V1-0260,61.064,73.937,MEDIUM LONG SHOT,651.006,,-0.453,-0.539,914.341,,-0.22,0.431,905719.812,,-0.172,0.254,STATIC
DragonInn_V1-0261,68.522,75.781,LONG SHOT,,,,,,,,,19548232.0,,-1.164,0.126,"HANDHELD, PAN"
DragonInn_V1-0262,78.111,67.69,MEDIUM LONG SHOT,87.415,,0.018,-1.075,107.46,,0.981,-0.162,3.287,,-0.718,-0.851,STATIC
DragonInn_V1-0263,36.339,31.572,MEDIUM LONG SHOT,330.075,,-0.65,1.615,391.638,,-0.914,0.407,3417068.0,,1.63,0.493,STATIC
DragonInn_V1-0264,53.105,68.208,EXTREME LONG SHOT,,,,,,,,,142283728.0,,-8.973,0.418,"HANDHELD, PAN, TILT"
DragonInn_V1-0265,75.077,106.109,MEDIUM CLOSE-UP,4265.507,,2.24,-2.221,8584.997,,-8.135,4.821,120782336.0,,-0.381,-0.019,STATIC
DragonInn_V1-0266,49.541,70.064,UNKNOWN,14122.76,,3.336,6.66,35471836.0,,-467.433,205.903,2636430848.0,,-13.211,12.139,STATIC
DragonInn_V1-0267,64.74,78.064,UNKNOWN,,,,,,,,,11749170176.0,,-45.931,-2.215,"HANDHELD, PAN, TILT"
DragonInn_V1-0268,72.439,83.679,MEDIUM CLOSE-UP,932.493,,-1.262,-0.253,3169.311,,-1.925,-0.226,112852568.0,,2.466,-0.311,STATIC
DragonInn_V1-0269,61.345,68.649,MEDIUM CLOSE-UP,0.636,,-0.117,0.062,0.445,,0.014,0.004,1949.972,,-0.063,0.07,STATIC
DragonInn_V1-0270,79.21,95.781,MEDIUM CLOSE-UP,11.985,,0.416,1.361,11.985,,0.416,1.361,975944.0,,0.261,-0.434,STATIC
DragonInn_V1-0271,77.367,89.04,MEDIUM CLOSE-UP,95.471,,0.906,-0.1,99.046,,-0.087,-0.209,2384831.5,,0.789,-0.008,STATIC
DragonInn_V1-0272,57.86,60.635,LONG SHOT,,,,,,,,,195262256.0,,0.452,-1.2,"HANDHELD, PAN, TILT"
DragonInn_V1-0273,64.648,75.938,LONG SHOT,3608.47,,-0.437,0.517,7066.165,,0.923,0.502,52452904.0,,-1.169,0.222,STATIC
DragonInn_V1-0274,58.512,83.291,MEDIUM CLOSE-UP,28.487,,5.899,0.49,47.534,,0.034,0.12,2939545.0,,7.744,1.079,STATIC
DragonInn_V1-0275,59.344,74.938,MEDIUM LONG SHOT,69.176,79.881,0.592,-0.08,69.138,79.587,0.623,-0.064,1398417.625,,0.061,-0.02,PAN
DragonInn_V1-0276,60.751,80.412,MEDIUM LONG SHOT,198.564,,0.88,-0.677,203.745,,0.118,0.39,495259.562,,1.051,-0.848,STATIC
DragonInn_V1-0277,61.496,79.667,LONG SHOT,,,,,,,,,97925792.0,,0.68,0.358,"HANDHELD, PAN, TILT"
DragonInn_V1-0278,73.727,98.231,MEDIUM LONG SHOT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136996640.0,,-4.133,0.224,STATIC
DragonInn_V1-0279,78.589,126.348,MEDIUM LONG SHOT,4.808,,-0.196,-0.01,289.771,,-0.013,-1.111,19288238.0,,-0.552,-0.018,STATIC
DragonInn_V1-0280,60.129,78.673,EXTREME LONG SHOT,7.279,0.01,-0.238,0.043,7.227,0.021,-0.213,0.053,3681668.75,,-0.043,0.021,STATIC
DragonInn_V1-0282,68.543,111.575,MEDIUM CLOSE-UP,,,,,,,,,,,,,
DragonInn_V1-0283,59.808,81.001,LONG SHOT,744.173,,1.379,-0.722,296403.781,,-3.466,-0.86,40872140.0,,-1.649,-1.208,STATIC
DragonInn_V1-0284,22.58,17.651,MEDIUM LONG SHOT,18.76,,0.018,-0.084,19.804,,0.015,-0.09,1677965.5,,0.03,-0.011,STATIC
DragonInn_V1-0285,25.805,22.628,LONG SHOT,5.182,,0.274,-0.237,41.575,,0.101,-0.007,6277227.5,,-0.202,0.005,STATIC
DragonInn_V1-0286,19.486,20.132,MEDIUM LONG SHOT,17.052,0.0,0.068,0.004,35.635,0.287,-0.016,-0.016,6945130.5,,-0.015,-0.02,STATIC
DragonInn_V1-0287,25.723,28.217,MEDIUM LONG SHOT,,,,,,,,,,,,,
DragonInn_V1-0288,18.429,18.809,MEDIUM LONG SHOT,,,,,,,,,3011686.75,,-0.072,-0.013,
DragonInn_V1-0289,,,,,,,,,,,,,,,,
DragonInn_V1-0290,43.662,48.382,LONG SHOT,,,,,,,,,253584112.0,,-0.403,-0.19,"HANDHELD, PAN"
DragonInn_V1-0291,28.857,37.592,MEDIUM LONG SHOT,,,,,,,,,30709862.0,,-0.246,1.35,"HANDHELD, PAN, TILT"
DragonInn_V1-0292,63.179,98.099,UNKNOWN,0.205,,0.096,0.043,0.034,,-0.0,0.0,7379987.5,,0.101,0.035,STATIC
DragonInn_V1-0294,54.233,52.653,MEDIUM LONG SHOT,519.812,,-1.097,1.531,7605.117,,1.869,-1.005,15397740.0,,-0.065,0.527,STATIC
DragonInn_V1-0295,54.946,51.944,MEDIUM LONG SHOT,8028.693,,-2.562,-0.582,9302.412,,-6.886,8.99,236312560.0,,-0.816,-1.085,STATIC
DragonInn_V1-0296,54.1,74.064,MEDIUM CLOSE-UP,402.822,,9.475,-15.994,952.023,,-0.736,13.447,782648.5,,10.859,-35.393,STATIC
DragonInn_V1-0297,58.591,54.865,MEDIUM LONG SHOT,,,,,,,,,,,,,
DragonInn_V1-0298,58.458,67.071,MEDIUM LONG SHOT,25.968,,-0.605,0.074,27.445,,-0.201,0.178,7719445.0,,-0.712,0.12,STATIC
DragonInn_V1-0299,66.023,78.194,LONG SHOT,,,,,,,,,,,,,
DragonInn_V1-0300,56.659,73.919,UNKNOWN,3614.659,,2.458,-0.89,3616.847,,2.573,-1.128,44591816.0,,0.103,-0.017,STATIC
DragonInn_V1-0301,67.53,70.287,MEDIUM LONG SHOT,182.78,,0.916,1.016,183.206,,0.938,0.981,1.599,,-0.012,0.021,STATIC
DragonInn_V1-0302,66.821,86.514,LONG SHOT,387.094,,-2.834,4.416,495.55,,-1.254,-2.018,35431356.0,,-1.237,1.136,STATIC
DragonInn_V1-0303,60.464,81.644,EXTREME LONG SHOT,328.849,16.594,-0.192,0.025,41252124.0,11.942,-24.894,5.166,9138661.0,,-0.096,0.012,
DragonInn_V1-0304,60.767,83.628,MEDIUM CLOSE-UP,8.153,,-0.075,-0.006,60.295,,0.161,0.117,9378619.0,,0.055,-0.044,STATIC
DragonInn_V1-0305,62.599,85.935,MEDIUM LONG SHOT,50.306,,0.143,0.889,47.965,,-0.191,-0.219,4406160.0,,0.075,0.8,STATIC
DragonInn_V1-0306,65.138,73.186,LONG SHOT,317.945,99.24,-1.405,0.581,37411.578,1040613.562,2.088,0.671,13361580.0,,-2.384,-0.275,"HANDHELDPAN, TILT"
DragonInn_V1-0307,50.785,40.142,UNKNOWN,,,,,,,,,,,,,
DragonInn_V1-0308,92.574,142.835,MEDIUM CLOSE-UP,,,,,,,,,946639.625,,-3.83,1.682,", PAN, TILT"
DragonInn_V1-0309,66.536,82.106,MEDIUM LONG SHOT,,,,,,,,,52061416.0,,2.52,1.519,"HANDHELD, PAN, TILT"
DragonInn_V1-0310,51.057,40.332,UNKNOWN,,,,,,,,,,,,,
DragonInn_V1-0311,68.549,70.419,MEDIUM CLOSE-UP,1961.891,,-2.79,-1.03,2821.996,,-2.978,-0.733,824727.438,,0.127,-0.505,STATIC
DragonInn_V1-0312,55.98,46.002,MEDIUM LONG SHOT,72.557,,-0.761,0.035,70.824,,-0.539,-0.002,10846803.0,,-0.261,-0.009,STATIC
DragonInn_V1-0316,51.908,63.66,UNKNOWN,,,,,,,,,,,,,
DragonInn_V1-0317,54.769,75.947,MEDIUM CLOSE-UP,23.842,,3.414,0.681,33.541,,-0.402,-0.112,50058196.0,,3.238,0.78,STATIC
DragonInn_V1-0320,59.628,76.701,EXTREME LONG SHOT,517.403,,0.58,-0.546,97287.648,,-8.391,-3.23,41734472.0,,-0.018,-0.269,STATIC
DragonInn_V1-0322,,,,,,,,,,,,,,,,
DragonInn_V1-0323,71.813,94.998,MEDIUM LONG SHOT,,,,,,,,,159798400.0,,-1.948,-2.773,"HANDHELD, PAN, TILT"
DragonInn_V1-0324,51.279,71.954,EXTREME LONG SHOT,4678.73,,-2.84,1.576,5793.643,,-4.76,3.231,614781952.0,,-0.6,-0.292,STATIC
DragonInn_V1-0326,57.097,70.598,LONG SHOT,,,,,,,,,176533616.0,,0.094,-0.49,"HANDHELD, TILT"
DragonInn_V1-0327,57.56,72.421,MEDIUM LONG SHOT,2408.347,,-1.54,0.663,6213.896,,-1.435,2.1,57415548.0,,0.333,0.659,STATIC
DragonInn_V1-0329,70.744,85.458,LONG SHOT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166085040.0,,-7.137,-1.956,STATIC
DragonInn_V1-0330,74.064,83.097,MEDIUM LONG SHOT,,,,,,,,,212655072.0,,4.372,0.172,"HANDHELD, PAN"
DragonInn_V1-0331,73.326,91.536,MEDIUM LONG SHOT,,,,,,,,,306250144.0,,13.141,5.38,"HANDHELD, PAN, TILT"
DragonInn_V1-0333,80.382,110.286,MEDIUM CLOSE-UP,4113.469,0.0,-7.849,-2.163,106781896.0,0.215,-74.082,-445.49,131511848.0,,-7.551,0.09,STATIC
DragonInn_V1-0334,58.75,72.035,MEDIUM CLOSE-UP,3672.38,,-2.955,-2.746,3903.151,,-5.434,-1.501,132603392.0,,-1.865,-4.434,STATIC
DragonInn_V1-0335,76.359,114.508,MEDIUM LONG SHOT,9744.581,,13.702,-11.08,9744.581,,13.702,-11.08,3960568.0,,0.203,-1.301,STATIC
DragonInn_V1-0336,60.704,73.587,MEDIUM CLOSE-UP,51.707,,-1.548,-0.887,63.386,,-0.183,0.229,4734.357,,-0.478,-0.228,STATIC
DragonInn_V1-0337,75.551,114.064,MEDIUM CLOSE-UP,3.523,,-0.874,-0.118,7.792,,-0.079,0.182,63.01,,-0.867,0.004,STATIC
DragonInn_V1-0338,78.312,107.12,MEDIUM CLOSE-UP,657.045,,-1.447,-0.324,1492.131,,-0.691,0.164,2974558.25,,-0.566,-0.095,STATIC
DragonInn_V1-0339,65.389,95.375,LONG SHOT,1537.562,,0.148,-0.186,58337.785,,-2.771,-1.589,31243316.0,,0.894,0.073,STATIC
DragonInn_V1-0341,70.626,97.842,MEDIUM LONG SHOT,1668.782,,3.293,-2.613,2713.46,,-1.183,2.817,65003788.0,,-3.055,-2.092,STATIC
